iso3c,year,wbl_index
ESP,2019,97.5
ESP,2020,97.5
EST,1971,53.1
EST,1972,50.0
EST,1973,52.5
EST,1974,55.0
EST,1975,55.0
EST,1976,55.0
EST,1977,55.0
EST,1978,55.0
EST,1979,55.0
EST,1980,55.0
EST,1981,55.0
EST,1982,55.0
EST,1983,55.0
EST,1984,55.0
EST,1985,55.0
EST,1986,55.0
EST,1987,55.0
EST,1988,55.0
EST,1989,55.0
EST,1990,55.0
EST,1991,55.0
EST,1992,55.0
EST,1993,63.8
EST,1994,63.8
EST,1995,63.8
EST,1996,63.8
EST,1997,63.8
EST,1998,63.8
EST,1999,63.8
EST,2000,63.8
EST,2001,63.8
EST,2002,66.3
EST,2003,69.4
EST,2004,69.4
EST,2005,81.9
EST,2006,81.9
EST,2007,81.9
EST,2008,81.9
EST,2009,81.9
EST,2010,88.1
EST,2011,91.3
EST,2012,91.3
EST,2013,91.3
EST,2014,91.3
EST,2015,91.3
EST,2016,91.3
EST,2017,97.5
EST,2018,97.5
EST,2019,97.5
EST,2020,97.5
ETH,1971,44.4
ETH,1972,44.4
ETH,1973,44.4
ETH,1974,44.4
ETH,1975,44.4
ETH,1976,44.4
ETH,1977,44.4
ETH,1978,44.4
ETH,1979,44.4
ETH,1980,44.4
ETH,1981,44.4
ETH,1982,44.4
ETH,1983,44.4
ETH,1984,44.4
ETH,1985,44.4
ETH,1986,44.4
ETH,1987,44.4
ETH,1988,44.4
ETH,1989,44.4
ETH,1990,44.4
ETH,1991,44.4
ETH,1992,44.4
ETH,1993,44.4
ETH,1994,50.0
ETH,1995,50.0
ETH,1996,50.0
ETH,1997,50.0
ETH,1998,50.0
ETH,1999,50.0
ETH,2000,50.0
ETH,2001,50.0
ETH,2002,63.1
ETH,2003,63.1
ETH,2004,63.1
ETH,2005,63.1
ETH,2006,65.6
ETH,2007,65.6
ETH,2008,65.6
ETH,2009,65.6
ETH,2010,65.6
ETH,2011,65.6
ETH,2012,65.6
ETH,2013,71.9
ETH,2014,71.9
ETH,2015,71.9
ETH,2016,71.9
ETH,2017,71.9
ETH,2018,71.9
ETH,2019,71.9
ETH,2020,71.9
FIN,1971,65.6
FIN,1972,65.6
FIN,1973,65.6
FIN,1974,65.6
FIN,1975,65.6
FIN,1976,68.1
FIN,1977,68.1
FIN,1978,68.1
FIN,1979,73.1
FIN,1980,73.1
FIN,1981,73.1
FIN,1982,73.1
FIN,1983,73.1
FIN,1984,73.1
FIN,1985,73.1
FIN,1986,73.1
FIN,1987,76.3
FIN,1988,79.4
FIN,1989,79.4
FIN,1990,82.5
FIN,1991,82.5
FIN,1992,82.5
FIN,1993,82.5
FIN,1994,82.5
FIN,1995,82.5
FIN,1996,82.5
FIN,1997,82.5
FIN,1998,82.5
FIN,1999,82.5
FIN,2000,85.0
FIN,2001,85.0
FIN,2002,85.0
FIN,2003,85.0
FIN,2004,85.0
FIN,2005,88.1
FIN,2006,94.4
FIN,2007,94.4
FIN,2008,94.4
FIN,2009,94.4
FIN,2010,97.5
FIN,2011,97.5
FIN,2012,97.5
FIN,2013,97.5
FIN,2014,97.5
FIN,2015,97.5
FIN,2016,97.5
FIN,2017,97.5
FIN,2018,97.5
FIN,2019,97.5
FIN,2020,97.5
FJI,1971,51.3
FJI,1972,51.3
FJI,1973,51.3
FJI,1974,51.3
FJI,1975,51.3
FJI,1976,51.3
FJI,1977,51.3
FJI,1978,51.3
FJI,1979,51.3
FJI,1980,51.3
FJI,1981,51.3
FJI,1982,51.3
FJI,1983,51.3
FJI,1984,51.3
FJI,1985,51.3
FJI,1986,51.3
FJI,1987,51.3
FJI,1988,51.3
FJI,1989,51.3
FJI,1990,51.3
FJI,1991,51.3
FJI,1992,51.3
FJI,1993,51.3
FJI,1994,51.3
FJI,1995,51.3
FJI,1996,51.3
FJI,1997,51.3
FJI,1998,51.3
FJI,1999,51.3
FJI,2000,57.5
FJI,2001,57.5
FJI,2002,57.5
FJI,2003,57.5
FJI,2004,57.5
FJI,2005,60.0
FJI,2006,60.0
FJI,2007,60.0
FJI,2008,60.0
FJI,2009,71.9
FJI,2010,71.9
FJI,2011,74.4
FJI,2012,74.4
FJI,2013,74.4
FJI,2014,74.4
FJI,2015,74.4
FJI,2016,74.4
FJI,2017,74.4
FJI,2018,74.4
FJI,2019,74.4
FJI,2020,79.4
FRA,1971,53.8
FRA,1972,56.3
FRA,1973,56.3
FRA,1974,59.4
FRA,1975,59.4
FRA,1976,59.4
FRA,1977,62.5
FRA,1978,62.5
FRA,1979,62.5
FRA,1980,62.5
FRA,1981,62.5
FRA,1982,62.5
FRA,1983,62.5
FRA,1984,65.6
FRA,1985,65.6
FRA,1986,65.6
FRA,1987,73.8
FRA,1988,73.8
FRA,1989,76.9
FRA,1990,76.9
FRA,1991,76.9
FRA,1992,76.9
FRA,1993,76.9
FRA,1994,86.3
FRA,1995,86.3
FRA,1996,86.3
FRA,1997,86.3
FRA,1998,86.3
FRA,1999,86.3
FRA,2000,86.3
FRA,2001,86.3
FRA,2002,89.4
FRA,2003,89.4
FRA,2004,89.4
FRA,2005,91.9
FRA,2006,91.9
FRA,2007,94.4
FRA,2008,97.5
FRA,2009,97.5
FRA,2010,97.5
FRA,2011,97.5
FRA,2012,97.5
FRA,2013,97.5
FRA,2014,97.5
FRA,2015,97.5
FRA,2016,100.0
FRA,2017,100.0
FRA,2018,100.0
FRA,2019,100.0
FRA,2020,100.0
FSM,1971,61.3
FSM,1972,61.3
FSM,1973,61.3
FSM,1974,61.3
FSM,1975,61.3
FSM,1976,61.3
FSM,1977,61.3
FSM,1978,61.3
FSM,1979,61.3
FSM,1980,61.3
FSM,1981,61.3
FSM,1982,61.3
FSM,1983,61.3
FSM,1984,61.3
FSM,1985,61.3
FSM,1986,61.3
FSM,1987,61.3
FSM,1988,61.3
FSM,1989,61.3
FSM,1990,61.3
FSM,1991,61.3
FSM,1992,61.3
FSM,1993,61.3
FSM,1994,61.3
FSM,1995,61.3
FSM,1996,61.3
FSM,1997,61.3
FSM,1998,61.3
FSM,1999,61.3
FSM,2000,61.3
FSM,2001,61.3
FSM,2002,61.3
FSM,2003,61.3
FSM,2004,61.3
FSM,2005,61.3
FSM,2006,61.3
FSM,2007,61.3
FSM,2008,61.3
FSM,2009,61.3
FSM,2010,61.3
FSM,2011,61.3
FSM,2012,61.3
FSM,2013,61.3
FSM,2014,61.3
FSM,2015,61.3
FSM,2016,61.3
FSM,2017,61.3
FSM,2018,61.3
FSM,2019,61.3
FSM,2020,61.3
GAB,1971,43.1
GAB,1972,43.1
GAB,1973,43.1
GAB,1974,43.1
GAB,1975,43.1
GAB,1976,43.1
GAB,1977,43.1
GAB,1978,43.1
GAB,1979,43.1
GAB,1980,43.1
GAB,1981,43.1
GAB,1982,43.1
GAB,1983,45.6
GAB,1984,45.6
GAB,1985,45.6
GAB,1986,45.6
GAB,1987,45.6
GAB,1988,45.6
GAB,1989,45.6
GAB,1990,45.6
GAB,1991,45.6
GAB,1992,45.6
GAB,1993,45.6
GAB,1994,45.6
GAB,1995,45.6
GAB,1996,51.3
GAB,1997,51.3
GAB,1998,51.3
GAB,1999,51.3
GAB,2000,51.3
GAB,2001,51.3
GAB,2002,51.3
GAB,2003,51.3
GAB,2004,51.3
GAB,2005,51.3
GAB,2006,51.3
GAB,2007,51.3
GAB,2008,51.3
GAB,2009,51.3
GAB,2010,51.3
GAB,2011,51.3
GAB,2012,51.3
GAB,2013,51.3
GAB,2014,51.3
GAB,2015,51.3
GAB,2016,51.3
GAB,2017,51.3
GAB,2018,57.5
GAB,2019,57.5
GAB,2020,57.5
GBR,1971,51.9
GBR,1972,51.9
GBR,1973,51.9
GBR,1974,56.9
GBR,1975,60.0
GBR,1976,63.1
GBR,1977,69.4
GBR,1978,69.4
GBR,1979,69.4
GBR,1980,69.4
GBR,1981,69.4
GBR,1982,72.5
GBR,1983,72.5
GBR,1984,72.5
GBR,1985,72.5
GBR,1986,72.5
GBR,1987,72.5
GBR,1988,75.0
GBR,1989,75.0
GBR,1990,78.1
GBR,1991,78.1
GBR,1992,78.1
GBR,1993,78.1
GBR,1994,78.1
GBR,1995,78.1
GBR,1996,78.1
GBR,1997,81.3
GBR,1998,83.8
GBR,1999,83.8
GBR,2000,83.8
GBR,2001,86.3
GBR,2002,86.3
GBR,2003,86.3
GBR,2004,88.8
GBR,2005,88.8
GBR,2006,88.8
GBR,2007,91.9
GBR,2008,91.9
GBR,2009,91.9
GBR,2010,91.9
GBR,2011,95.0
GBR,2012,95.0
GBR,2013,95.0
GBR,2014,95.0
GBR,2015,95.0
GBR,2016,97.5
GBR,2017,97.5
GBR,2018,97.5
GBR,2019,97.5
GBR,2020,97.5
GEO,1971,53.1
GEO,1972,52.5
GEO,1973,55.0
GEO,1974,55.0
GEO,1975,58.8
GEO,1976,58.8
GEO,1977,58.8
GEO,1978,58.8
GEO,1979,58.8
GEO,1980,58.8
GEO,1981,58.8
GEO,1982,58.8
GEO,1983,58.8
GEO,1984,58.8
GEO,1985,58.8
GEO,1986,58.8
GEO,1987,58.8
GEO,1988,58.8
GEO,1989,58.8
GEO,1990,58.8
GEO,1991,58.8
GEO,1992,58.8
GEO,1993,58.8
GEO,1994,58.8
GEO,1995,58.8
GEO,1996,58.8
GEO,1997,58.8
GEO,1998,58.8
GEO,1999,58.8
GEO,2000,58.8
GEO,2001,58.8
GEO,2002,58.8
GEO,2003,58.8
GEO,2004,58.8
GEO,2005,61.9
GEO,2006,61.9
GEO,2007,64.4
GEO,2008,66.9
GEO,2009,66.9
GEO,2010,66.9
GEO,2011,70.0
GEO,2012,70.0
GEO,2013,70.0
GEO,2014,73.1
GEO,2015,79.4
GEO,2016,79.4
GEO,2017,79.4
GEO,2018,79.4
GEO,2019,79.4
GEO,2020,85.6
GHA,1971,46.3
GHA,1972,46.3
GHA,1973,49.4
GHA,1974,49.4
GHA,1975,49.4
GHA,1976,49.4
GHA,1977,49.4
GHA,1978,49.4
GHA,1979,49.4
GHA,1980,49.4
GHA,1981,49.4
GHA,1982,49.4
GHA,1983,49.4
GHA,1984,49.4
GHA,1985,49.4
GHA,1986,49.4
GHA,1987,54.4
GHA,1988,54.4
GHA,1989,54.4
GHA,1990,54.4
GHA,1991,54.4
GHA,1992,57.5
GHA,1993,57.5
GHA,1994,57.5
GHA,1995,57.5
GHA,1996,57.5
GHA,1997,57.5
GHA,1998,57.5
GHA,1999,57.5
GHA,2000,57.5
GHA,2001,57.5
GHA,2002,57.5
GHA,2003,57.5
GHA,2004,57.5
GHA,2005,72.5
GHA,2006,72.5
GHA,2007,72.5
GHA,2008,75.0
GHA,2009,75.0
GHA,2010,75.0
GHA,2011,75.0
GHA,2012,75.0
GHA,2013,75.0
GHA,2014,75.0
GHA,2015,75.0
GHA,2016,75.0
GHA,2017,75.0
GHA,2018,75.0
GHA,2019,75.0
GHA,2020,75.0
GIN,1971,41.3
GIN,1972,41.3
GIN,1973,41.3
GIN,1974,41.3
GIN,1975,41.3
GIN,1976,41.3
GIN,1977,41.3
GIN,1978,41.3
GIN,1979,41.3
GIN,1980,41.3
GIN,1981,41.3
GIN,1982,41.3
GIN,1983,41.3
GIN,1984,41.3
GIN,1985,41.3
GIN,1986,41.3
GIN,1987,41.3
GIN,1988,41.3
GIN,1989,46.9
GIN,1990,46.9
GIN,1991,46.9
GIN,1992,46.9
GIN,1993,46.9
GIN,1994,46.9
GIN,1995,46.9
GIN,1996,46.9
GIN,1997,46.9
GIN,1998,46.9
GIN,1999,46.9
GIN,2000,46.9
GIN,2001,46.9
GIN,2002,46.9
GIN,2003,46.9
GIN,2004,46.9
GIN,2005,46.9
GIN,2006,46.9
GIN,2007,46.9
GIN,2008,46.9
GIN,2009,46.9
GIN,2010,46.9
GIN,2011,46.9
GIN,2012,46.9
GIN,2013,46.9
GIN,2014,46.9
GIN,2015,61.9
GIN,2016,61.9
GIN,2017,61.9
GIN,2018,65.0
GIN,2019,65.0
GIN,2020,65.0
GMB,1971,49.4
GMB,1972,49.4
GMB,1973,49.4
GMB,1974,49.4
GMB,1975,49.4
GMB,1976,49.4
GMB,1977,49.4
GMB,1978,49.4
GMB,1979,55.6
GMB,1980,55.6
GMB,1981,55.6
GMB,1982,55.6
GMB,1983,55.6
GMB,1984,55.6
GMB,1985,55.6
GMB,1986,55.6
GMB,1987,55.6
GMB,1988,58.8
GMB,1989,58.8
GMB,1990,58.8
GMB,1991,58.8
GMB,1992,58.8
GMB,1993,58.8
GMB,1994,58.8
GMB,1995,58.8
GMB,1996,58.8
GMB,1997,58.8
GMB,1998,58.8
GMB,1999,58.8
GMB,2000,58.8
GMB,2001,58.8
GMB,2002,58.8
GMB,2003,58.8
GMB,2004,58.8
GMB,2005,58.8
GMB,2006,58.8
GMB,2007,58.8
GMB,2008,58.8
GMB,2009,61.3
GMB,2010,61.3
GMB,2011,61.3
GMB,2012,71.9
GMB,2013,71.9
GMB,2014,71.9
GMB,2015,74.4
GMB,2016,74.4
GMB,2017,74.4
GMB,2018,74.4
GMB,2019,74.4
GMB,2020,74.4
GNB,1971,30.6
GNB,1972,30.6
GNB,1973,30.6
GNB,1974,30.6
GNB,1975,30.6
GNB,1976,30.6
GNB,1977,30.6
GNB,1978,30.6
GNB,1979,30.6
GNB,1980,30.6
GNB,1981,30.6
GNB,1982,30.6
GNB,1983,30.6
GNB,1984,30.6
GNB,1985,30.6
GNB,1986,30.6
GNB,1987,40.0
GNB,1988,40.0
GNB,1989,40.0
GNB,1990,40.0
GNB,1991,40.0
GNB,1992,40.0
GNB,1993,40.0
GNB,1994,40.0
GNB,1995,40.0
GNB,1996,40.0
GNB,1997,40.0
GNB,1998,40.0
GNB,1999,40.0
GNB,2000,40.0
GNB,2001,40.0
GNB,2002,40.0
GNB,2003,40.0
GNB,2004,40.0
GNB,2005,40.0
GNB,2006,40.0
GNB,2007,40.0
GNB,2008,40.0
GNB,2009,40.0
GNB,2010,40.0
GNB,2011,40.0
GNB,2012,40.0
GNB,2013,40.0
GNB,2014,40.0
GNB,2015,42.5
GNB,2016,42.5
GNB,2017,42.5
GNB,2018,42.5
GNB,2019,42.5
GNB,2020,42.5
GNQ,1971,31.9
GNQ,1972,31.9
GNQ,1973,31.9
GNQ,1974,31.9
GNQ,1975,31.9
GNQ,1976,31.9
GNQ,1977,31.9
GNQ,1978,31.9
GNQ,1979,31.9
GNQ,1980,31.9
GNQ,1981,31.9
GNQ,1982,31.9
GNQ,1983,31.9
GNQ,1984,31.9
GNQ,1985,40.6
GNQ,1986,40.6
GNQ,1987,40.6
GNQ,1988,40.6
GNQ,1989,40.6
GNQ,1990,40.6
GNQ,1991,46.3
GNQ,1992,46.3
GNQ,1993,46.3
GNQ,1994,46.3
GNQ,1995,46.3
GNQ,1996,46.3
GNQ,1997,46.3
GNQ,1998,46.3
GNQ,1999,46.3
GNQ,2000,46.3
GNQ,2001,46.3
GNQ,2002,46.3
GNQ,2003,46.3
GNQ,2004,46.3
GNQ,2005,46.3
GNQ,2006,46.3
GNQ,2007,46.3
GNQ,2008,46.3
GNQ,2009,46.3
GNQ,2010,46.3
GNQ,2011,46.3
GNQ,2012,46.3
GNQ,2013,46.3
GNQ,2014,51.9
GNQ,2015,51.9
GNQ,2016,51.9
GNQ,2017,51.9
GNQ,2018,51.9
GNQ,2019,51.9
GNQ,2020,51.9
GRC,1971,46.9
GRC,1972,46.9
GRC,1973,46.9
GRC,1974,46.9
GRC,1975,46.9
GRC,1976,46.9
GRC,1977,46.9
GRC,1978,46.9
GRC,1979,46.9
GRC,1980,46.9
GRC,1981,46.9
GRC,1982,46.9
GRC,1983,46.9
GRC,1984,61.9
GRC,1985,67.5
GRC,1986,70.6
GRC,1987,70.6
GRC,1988,70.6
GRC,1989,70.6
GRC,1990,70.6
GRC,1991,70.6
GRC,1992,70.6
GRC,1993,70.6
GRC,1994,73.1
GRC,1995,73.1
GRC,1996,73.1
GRC,1997,73.1
GRC,1998,73.1
GRC,1999,73.1
GRC,2000,73.1
GRC,2001,73.1
GRC,2002,73.1
GRC,2003,73.1
GRC,2004,73.1
GRC,2005,73.1
GRC,2006,73.1
GRC,2007,73.1
GRC,2008,85.0
GRC,2009,85.0
GRC,2010,85.0
GRC,2011,88.1
GRC,2012,97.5
GRC,2013,97.5
GRC,2014,97.5
GRC,2015,97.5
GRC,2016,97.5
GRC,2017,97.5
GRC,2018,97.5
GRC,2019,97.5
GRC,2020,97.5
GRD,1971,45.6
GRD,1972,45.6
GRD,1973,45.6
GRD,1974,50.6
GRD,1975,53.8
GRD,1976,53.8
GRD,1977,53.8
GRD,1978,53.8
GRD,1979,53.8
GRD,1980,53.8
GRD,1981,53.8
GRD,1982,56.3
GRD,1983,56.3
GRD,1984,65.6
GRD,1985,65.6
GRD,1986,65.6
GRD,1987,65.6
GRD,1988,65.6
GRD,1989,65.6
GRD,1990,65.6
GRD,1991,65.6
GRD,1992,65.6
GRD,1993,65.6
GRD,1994,65.6
GRD,1995,65.6
GRD,1996,65.6
GRD,1997,65.6
GRD,1998,65.6
GRD,1999,65.6
GRD,2000,65.6
GRD,2001,75.0
GRD,2002,75.0
GRD,2003,77.5
GRD,2004,77.5
GRD,2005,77.5
GRD,2006,77.5
GRD,2007,77.5
GRD,2008,77.5
GRD,2009,77.5
GRD,2010,77.5
GRD,2011,77.5
GRD,2012,77.5
GRD,2013,77.5
GRD,2014,77.5
GRD,2015,77.5
GRD,2016,77.5
GRD,2017,77.5
GRD,2018,77.5
GRD,2019,77.5
GRD,2020,80.6
GTM,1971,54.4
GTM,1972,54.4
GTM,1973,54.4
GTM,1974,54.4
GTM,1975,54.4
GTM,1976,54.4
GTM,1977,54.4
GTM,1978,54.4
GTM,1979,54.4
GTM,1980,54.4
GTM,1981,54.4
GTM,1982,54.4
GTM,1983,54.4
GTM,1984,54.4
GTM,1985,54.4
GTM,1986,54.4
GTM,1987,54.4
GTM,1988,54.4
GTM,1989,54.4
GTM,1990,54.4
GTM,1991,54.4
GTM,1992,54.4
GTM,1993,54.4
GTM,1994,60.0
GTM,1995,60.0
GTM,1996,60.0
GTM,1997,60.0
GTM,1998,62.5
GTM,1999,62.5
GTM,2000,62.5
GTM,2001,65.6
GTM,2002,65.6
GTM,2003,65.6
GTM,2004,65.6
GTM,2005,65.6
GTM,2006,65.6
GTM,2007,65.6
GTM,2008,68.1
GTM,2009,70.6
GTM,2010,70.6
GTM,2011,70.6
GTM,2012,70.6
GTM,2013,70.6
GTM,2014,70.6
GTM,2015,70.6
GTM,2016,70.6
GTM,2017,70.6
GTM,2018,70.6
GTM,2019,70.6
GTM,2020,70.6
GUY,1971,60.6
GUY,1972,60.6
GUY,1973,60.6
GUY,1974,60.6
GUY,1975,60.6
GUY,1976,60.6
GUY,1977,60.6
GUY,1978,60.6
GUY,1979,60.6
GUY,1980,60.6
GUY,1981,60.6
GUY,1982,60.6
GUY,1983,60.6
GUY,1984,60.6
GUY,1985,60.6
GUY,1986,60.6
GUY,1987,60.6
GUY,1988,60.6
GUY,1989,60.6
GUY,1990,63.8
GUY,1991,63.8
GUY,1992,66.3
GUY,1993,66.3
GUY,1994,66.3
GUY,1995,66.3
GUY,1996,66.3
GUY,1997,66.3
GUY,1998,71.9
GUY,1999,86.9
GUY,2000,86.9
GUY,2001,86.9
GUY,2002,86.9
GUY,2003,86.9
GUY,2004,86.9
GUY,2005,86.9
GUY,2006,86.9
GUY,2007,86.9
GUY,2008,86.9
GUY,2009,86.9
GUY,2010,86.9
GUY,2011,86.9
GUY,2012,86.9
GUY,2013,86.9
GUY,2014,86.9
GUY,2015,86.9
GUY,2016,86.9
GUY,2017,86.9
GUY,2018,86.9
GUY,2019,86.9
GUY,2020,86.9
HKG,1971,62.5
HKG,1972,62.5
HKG,1973,62.5
HKG,1974,71.9
HKG,1975,71.9
HKG,1976,71.9
HKG,1977,71.9
HKG,1978,71.9
HKG,1979,71.9
HKG,1980,71.9
HKG,1981,71.9
HKG,1982,71.9
HKG,1983,71.9
HKG,1984,71.9
HKG,1985,71.9
HKG,1986,71.9
HKG,1987,71.9
HKG,1988,74.4
HKG,1989,74.4
HKG,1990,74.4
HKG,1991,74.4
HKG,1992,74.4
HKG,1993,74.4
HKG,1994,74.4
HKG,1995,74.4
HKG,1996,74.4
HKG,1997,83.8
HKG,1998,86.9
HKG,1999,86.9
HKG,2000,86.9
HKG,2001,86.9
HKG,2002,86.9
HKG,2003,86.9
HKG,2004,86.9
HKG,2005,86.9
HKG,2006,86.9
HKG,2007,86.9
HKG,2008,86.9
HKG,2009,86.9
HKG,2010,86.9
HKG,2011,86.9
HKG,2012,86.9
HKG,2013,86.9
HKG,2014,86.9
HKG,2015,86.9
HKG,2016,89.4
HKG,2017,89.4
HKG,2018,89.4
HKG,2019,89.4
HKG,2020,89.4
HND,1971,48.8
HND,1972,48.8
HND,1973,51.9
HND,1974,51.9
HND,1975,51.9
HND,1976,51.9
HND,1977,51.9
HND,1978,51.9
HND,1979,51.9
HND,1980,51.9
HND,1981,51.9
HND,1982,51.9
HND,1983,51.9
HND,1984,51.9
HND,1985,51.9
HND,1986,54.4
HND,1987,54.4
HND,1988,54.4
HND,1989,54.4
HND,1990,54.4
HND,1991,54.4
HND,1992,54.4
HND,1993,54.4
HND,1994,54.4
HND,1995,54.4
HND,1996,54.4
HND,1997,54.4
HND,1998,63.1
HND,1999,63.1
HND,2000,63.1
HND,2001,66.3
HND,2002,66.3
HND,2003,66.3
HND,2004,66.3
HND,2005,66.3
HND,2006,66.3
HND,2007,66.3
HND,2008,66.3
HND,2009,69.4
HND,2010,69.4
HND,2011,69.4
HND,2012,69.4
HND,2013,69.4
HND,2014,75.0
HND,2015,75.0
HND,2016,75.0
HND,2017,75.0
HND,2018,75.0
HND,2019,75.0
HND,2020,75.0
HRV,1971,58.1
HRV,1972,58.1
HRV,1973,58.1
HRV,1974,58.1
HRV,1975,58.1
HRV,1976,58.1
HRV,1977,58.1
HRV,1978,58.1
HRV,1979,58.1
HRV,1980,58.1
HRV,1981,58.1
HRV,1982,58.1
HRV,1983,58.1
HRV,1984,58.1
HRV,1985,58.1
HRV,1986,58.1
HRV,1987,58.1
HRV,1988,58.1
HRV,1989,58.1
HRV,1990,58.1
HRV,1991,61.3
HRV,1992,61.3
HRV,1993,61.3
HRV,1994,61.3
HRV,1995,61.3
HRV,1996,67.5
HRV,1997,67.5
HRV,1998,67.5
HRV,1999,67.5
HRV,2000,67.5
HRV,2001,67.5
HRV,2002,67.5
HRV,2003,67.5
HRV,2004,67.5
HRV,2005,76.3
HRV,2006,76.3
HRV,2007,76.3
HRV,2008,76.3
HRV,2009,79.4
HRV,2010,84.4
HRV,2011,93.8
HRV,2012,93.8
HRV,2013,93.8
HRV,2014,93.8
HRV,2015,93.8
HRV,2016,93.8
HRV,2017,93.8
HRV,2018,93.8
HRV,2019,93.8
HRV,2020,93.8
HTI,1971,37.5
HTI,1972,37.5
HTI,1973,37.5
HTI,1974,37.5
HTI,1975,37.5
HTI,1976,37.5
HTI,1977,37.5
HTI,1978,37.5
HTI,1979,37.5
HTI,1980,37.5
HTI,1981,37.5
HTI,1982,37.5
HTI,1983,37.5
HTI,1984,55.0
HTI,1985,61.3
HTI,1986,61.3
HTI,1987,61.3
HTI,1988,61.3
HTI,1989,61.3
HTI,1990,61.3
HTI,1991,61.3
HTI,1992,61.3
HTI,1993,61.3
HTI,1994,61.3
HTI,1995,61.3
HTI,1996,61.3
HTI,1997,61.3
HTI,1998,61.3
HTI,1999,61.3
HTI,2000,61.3
HTI,2001,61.3
HTI,2002,61.3
HTI,2003,61.3
HTI,2004,61.3
HTI,2005,61.3
HTI,2006,61.3
HTI,2007,61.3
HTI,2008,61.3
HTI,2009,61.3
HTI,2010,61.3
HTI,2011,61.3
HTI,2012,61.3
HTI,2013,61.3
HTI,2014,61.3
HTI,2015,61.3
HTI,2016,61.3
HTI,2017,61.3
HTI,2018,61.3
HTI,2019,61.3
HTI,2020,61.3
HUN,1971,66.9
HUN,1972,66.9
HUN,1973,66.9
HUN,1974,66.9
HUN,1975,66.9
HUN,1976,66.9
HUN,1977,66.9
HUN,1978,66.9
HUN,1979,66.9
HUN,1980,66.9
HUN,1981,66.9
HUN,1982,66.9
HUN,1983,66.9
HUN,1984,66.9
HUN,1985,66.9
HUN,1986,66.9
HUN,1987,66.9
HUN,1988,66.9
HUN,1989,66.9
HUN,1990,66.9
HUN,1991,70.0
HUN,1992,70.0
HUN,1993,69.4
HUN,1994,69.4
HUN,1995,69.4
HUN,1996,69.4
HUN,1997,69.4
HUN,1998,69.4
HUN,1999,69.4
HUN,2000,69.4
HUN,2001,69.4
HUN,2002,69.4
HUN,2003,69.4
HUN,2004,69.4
HUN,2005,75.6
HUN,2006,75.6
HUN,2007,81.9
HUN,2008,81.9
HUN,2009,81.9
HUN,2010,91.3
HUN,2011,93.8
HUN,2012,93.8
HUN,2013,96.9
HUN,2014,96.9
HUN,2015,96.9
HUN,2016,96.9
HUN,2017,96.9
HUN,2018,96.9
HUN,2019,96.9
HUN,2020,96.9
IDN,1971,23.8
IDN,1972,23.8
IDN,1973,23.8
IDN,1974,23.8
IDN,1975,44.4
IDN,1976,44.4
IDN,1977,44.4
IDN,1978,50.6
IDN,1979,50.6
IDN,1980,50.6
IDN,1981,50.6
IDN,1982,50.6
IDN,1983,50.6
IDN,1984,50.6
IDN,1985,50.6
IDN,1986,50.6
IDN,1987,50.6
IDN,1988,50.6
IDN,1989,50.6
IDN,1990,50.6
IDN,1991,50.6
IDN,1992,50.6
IDN,1993,50.6
IDN,1994,50.6
IDN,1995,50.6
IDN,1996,50.6
IDN,1997,50.6
IDN,1998,50.6
IDN,1999,53.1
IDN,2000,53.1
IDN,2001,53.1
IDN,2002,53.1
IDN,2003,53.1
IDN,2004,59.4
IDN,2005,61.9
IDN,2006,64.4
IDN,2007,64.4
IDN,2008,64.4
IDN,2009,64.4
IDN,2010,64.4
IDN,2011,64.4
IDN,2012,64.4
IDN,2013,64.4
IDN,2014,64.4
IDN,2015,64.4
IDN,2016,64.4
IDN,2017,64.4
IDN,2018,64.4
IDN,2019,64.4
IDN,2020,64.4
IND,1971,51.9
IND,1972,51.9
IND,1973,51.9
IND,1974,51.9
IND,1975,51.9
IND,1976,51.9
IND,1977,51.9
IND,1978,51.9
IND,1979,51.9
IND,1980,51.9
IND,1981,51.9
IND,1982,51.9
IND,1983,51.9
IND,1984,51.9
IND,1985,51.9
IND,1986,51.9
IND,1987,51.9
IND,1988,51.9
IND,1989,55.0
IND,1990,55.0
IND,1991,55.0
IND,1992,55.0
IND,1993,55.0
IND,1994,55.0
IND,1995,55.0
IND,1996,60.0
IND,1997,60.0
IND,1998,60.0
IND,1999,62.5
IND,2000,62.5
IND,2001,62.5
IND,2002,62.5
IND,2003,62.5
IND,2004,62.5
IND,2005,62.5
IND,2006,62.5
IND,2007,62.5
IND,2008,62.5
IND,2009,62.5
IND,2010,62.5
IND,2011,62.5
IND,2012,62.5
IND,2013,62.5
IND,2014,68.8
IND,2015,68.8
IND,2016,68.8
IND,2017,68.8
IND,2018,71.3
IND,2019,74.4
IND,2020,74.4
IRL,1971,55.0
IRL,1972,55.0
IRL,1973,55.0
IRL,1974,55.0
IRL,1975,55.0
IRL,1976,58.1
IRL,1977,58.1
IRL,1978,60.6
IRL,1979,63.8
IRL,1980,63.8
IRL,1981,63.8
IRL,1982,69.4
IRL,1983,71.9
IRL,1984,71.9
IRL,1985,71.9
IRL,1986,71.9
IRL,1987,71.9
IRL,1988,75.0
IRL,1989,75.0
IRL,1990,75.0
IRL,1991,75.0
IRL,1992,75.0
IRL,1993,75.0
IRL,1994,75.0
IRL,1995,78.1
IRL,1996,78.1
IRL,1997,83.1
IRL,1998,85.6
